,Product Name,Product URL,Product Price,Rating,Number of Reviews
307,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NTcwODcwMjIzMTc0NDY3OjE2NzU1Nzg5MDU6c3BfYnRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_230_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578905%26sprefix%3Dba%252Caps%252C283%26sr%3D8-230-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,900",4.4 out of 5 stars,273
308,"uppercase Medium 20 Ltrs Casual (14.6 inch) Laptop Backpack 2000EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg2MTU1NzE0MTE3NjE0OjE2NzU1Nzg5MTQ6c3BfYXRmX25leHQ6MjAwOTc2MTIyMzE1OTg6OjA6Og&url=%2Fuppercase-Backpack-2000EBP1-repellent-sustainable%2Fdp%2FB0B8NX7SXR%2Fref%3Dsr_1_225_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578914%26sprefix%3Dba%252Caps%252C283%26sr%3D8-225-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,000",3.7 out of 5 stars,192
309,COSMUS Darwin Navy Blue Laptop Backpack for (15.6 inch),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg2MTU1NzE0MTE3NjE0OjE2NzU1Nzg5MTQ6c3BfYXRmX25leHQ6MjAwMjExOTkwMTA3MDY6OjA6Og&url=%2FCOSMUS-Polyester-Navy-Laptop-Backpack%2Fdp%2FB01FVQLLU0%2Fref%3Dsr_1_226_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578914%26sprefix%3Dba%252Caps%252C283%26sr%3D8-226-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,159",4.2 out of 5 stars,137
310,Lavie Women's Mento Laptop Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Womens-Laptop-Ladies-Handbag/dp/B0B7JJ8BB3/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-227,"1,378",3.9 out of 5 stars,4
311,Amazon Brand - Eden & Ivy Women's Sling Bag,https://www.amazon.in/Amazon-Brand-Womens-Sling-Light/dp/B07YXBTD6Z/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-228,"573<span class=""a-price-decimal"">.</span>",3.9 out of 5 stars,"5,541"
312,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_229?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-229,"647<span class=""a-price-decimal"">.</span>",3.7 out of 5 stars,135
313,GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag,https://www.amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W/ref=sr_1_230?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-230,"1,499",4.1 out of 5 stars,"7,088"
314,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Beech-Womens-Satchel-Handbag/dp/B096KTWTXC/ref=sr_1_231?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-231,"1,197",3.4 out of 5 stars,629
315,ZOUK Black Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - Lattice Lace,https://www.amazon.in/Womens-Lattice-Office-leather-adjustable/dp/B07VNMWWRX/ref=sr_1_232?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-232,"1,699",4.1 out of 5 stars,142
316,BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging,https://www.amazon.in/BANGE-Multifunctional-Waterproof-Anti-thief-Polyester/dp/B08JXFW7HM/ref=sr_1_233?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-233,"1,899",4.1 out of 5 stars,"2,565"
317,"Pop It Bag Unicorn Shape Sling Bag Crossbody Bag for Kids, Pop It Bag for Girls, Pop It Fidget Toy Shoulder Bag, Fidget Purse for Kids Stress Relief Toys, Multicolor Random Collection",https://www.amazon.in/Unicorn-Crossbody-Shoulder-Multicolor-Collection/dp/B09N74VDY7/ref=sr_1_234?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-234,249,3.7 out of 5 stars,"2,952"
318,EUME Iris 23 LTR Laptop Backpack for 14 inch Laptop - Blue Series,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg2MTU1NzE0MTE3NjE0OjE2NzU1Nzg5MTQ6c3BfbXRmOjIwMTE0NDE0MjI5NDk4OjowOjo&url=%2FEUME-Laptop-Backpack-Resistance-Charging%2Fdp%2FB07G13L78X%2Fref%3Dsr_1_235_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578914%26sprefix%3Dba%252Caps%252C283%26sr%3D8-235-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,145",4.0 out of 5 stars,202
319,Able Rider Laptop Backpack 40 litres - School/College/Casual Backpack with Headphone hole.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg2MTU1NzE0MTE3NjE0OjE2NzU1Nzg5MTQ6c3BfbXRmOjIwMDc5ODE3MDEyNDk4OjowOjo&url=%2FAble-Rider-Laptop-Backpack-litres%2Fdp%2FB0B4B4S24V%2Fref%3Dsr_1_236_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578914%26sprefix%3Dba%252Caps%252C283%26sr%3D8-236-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,051",4.3 out of 5 stars,113
320,Fristo Women's Handbag (FRB-315_Red),https://www.amazon.in/Fristo-FRB-315-Red-Women-Handbag/dp/B07MNRTDK5/ref=sr_1_237?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-237,539,4.4 out of 5 stars,391
321,StarX Nylon 15 Cms Gym Bag(Orange Bag_Orange),https://www.amazon.in/StarX-Compact-Nylon-Mesh-Medium-Orange/dp/B01NBTOX54/ref=sr_1_238?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-238,237,4.2 out of 5 stars,108
322,"Eco Right Large Tote Bag for Women with Zip, Stylish Cotton Handbags, Canvas Tote Bags for College",https://www.amazon.in/EcoRight-Womens-Reusable-Ecofriendly-0202F01/dp/B06XRQRDCY/ref=sr_1_239?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-239,519,5.0 out of 5 stars,9
323,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794/ref=sr_1_240?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-240,599,4.0 out of 5 stars,237
324,Isle Locada by Hidesign Women's SLING BAG(BORDEX/MARSALA),https://www.amazon.in/Isle-Locada-Hidesign-Womens-Shoulder/dp/B07Z5BYH24/ref=sr_1_241?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-241,"2,999",4.3 out of 5 stars,560
325,"AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)",https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY/ref=sr_1_242?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-242,948,4.2 out of 5 stars,90
326,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-243,219,4.4 out of 5 stars,160
327,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1675578914&sprefix=ba%2Caps%2C283&sr=8-244,474,4.4 out of 5 stars,103
328,EUME Alexis 31 Ltrs Laptop Backpack Fit Up to 15.6 Inch Laptop,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg2MTU1NzE0MTE3NjE0OjE2NzU1Nzg5MTQ6c3BfYnRmOjIwMTE0NDE0MjI4Njk4OjowOjo&url=%2FEUME-Ltrs-Laptop-Backpack-2400011_B_BuyMore%2Fdp%2FB07JQ21Z5T%2Fref%3Dsr_1_245_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578914%26sprefix%3Dba%252Caps%252C283%26sr%3D8-245-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,930",4.0 out of 5 stars,"1,549"
329,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg2MTU1NzE0MTE3NjE0OjE2NzU1Nzg5MTQ6c3BfYnRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_246_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578914%26sprefix%3Dba%252Caps%252C283%26sr%3D8-246-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"5,590",4.1 out of 5 stars,703
330,"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODAxNjA4OTgzODc5NTc3OjE2NzU1Nzg5MjQ6c3BfYXRmX25leHQ6MjAwOTc1Nzk1MDE3OTg6OjA6Og&url=%2Fuppercase-ltrs-backpack-INVALID-DATA_red%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,000",3.0 out of 5 stars,2
331,"Wenger Quadma ML 16 Inch Laptop Backpack in Blue Camo (22 Litres)-blend of style & function, Swiss designed, 612018",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODAxNjA4OTgzODc5NTc3OjE2NzU1Nzg5MjQ6c3BfYXRmX25leHQ6MjAwNTgxNDM4NzU4OTg6OjA6Og&url=%2FWenger-Backpack-function-designed-612018%2Fdp%2FB09KV99TS1%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,912",4.0 out of 5 stars,"1,029"
332,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Black)",https://www.amazon.in/uppercase-Professional-Backpack-resistant-sustainable/dp/B0BR1D4SL1/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-243,"1,800",4.0 out of 5 stars,41
333,Kuber Industries Polyester 27 Cms Duffle Bag(CTKTC8858_Black),https://www.amazon.in/Kuber-Industries-Parachute-Travel-CTKTC8858/dp/B07SR43QP4/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-244,"593<span class=""a-price-decimal"">.</span>",4.5 out of 5 stars,2
334,"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable",https://www.amazon.in/SACCI-MUCCI-Allamanda-Lightweight-SM1-10_magnolia/dp/B09TDNZ88Z/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-245,449,4.0 out of 5 stars,150
335,Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26),https://www.amazon.in/Alifiya-Polyester-MacBook-Charger-Grey_L26/dp/B09GP79C4C/ref=sr_1_246?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-246,384,3.9 out of 5 stars,"1,125"
336,"SIDRUM D2 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Grey)",https://www.amazon.in/SIDRUM-D2-Adjustable-Compatible-Mirrorless/dp/B09KH6CN1M/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-247,664,4.4 out of 5 stars,936
337,Hidesign Women Sling Bag (Blue),https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-248,"1,999",4.2 out of 5 stars,154
338,LL LEATHER LAND DESIGNER BAGS Sling Bag_SLG_90,https://www.amazon.in/LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD/ref=sr_1_249?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-249,299,3.7 out of 5 stars,"10,960"
339,Terminator Large 55 L Unisex Laptop Backpack For School/Office/Travel/Casual and Fits Upto 17 Inch Laptop,https://www.amazon.in/Terminator-Unisex-Laptop-Backpack-School/dp/B0BSV5ZYGC/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-250,699,4.1 out of 5 stars,51
340,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODAxNjA4OTgzODc5NTc3OjE2NzU1Nzg5MjQ6c3BfbXRmOjIwMDM1MjczMTI4MTk4OjowOjo&url=%2FFast-Travel-partition-Collage-Backpack%2Fdp%2FB09VCQWRC4%2Fref%3Dsr_1_251_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-251-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,700,4.3 out of 5 stars,"7,645"
341,HA creation Large Laptop Backpack/Bag for Unisex Teens & Adults for College/Office/Travel/School Use in Multi-color | 30.5 cm x 18 cm x 46 cm.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODAxNjA4OTgzODc5NTc3OjE2NzU1Nzg5MjQ6c3BfbXRmOjIwMTE3MDIxNDk1Nzk4OjowOjo&url=%2Fcreation-Large-Laptop-Backpack-Multi-color%2Fdp%2FB09VLBWZ4V%2Fref%3Dsr_1_252_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-252-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,499,4.5 out of 5 stars,21
342,Lavie Women's Reptile Woven Texture Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,https://www.amazon.in/Lavie-Moritz-Womens-Sling-Navy/dp/B07SMBCMG7/ref=sr_1_253?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-253,888,2.0 out of 5 stars,3
343,Kuber Industries Travel Toiletry Bag|Undergarments Organizer Bag|Makeup Bags|Transparent Shaving Bag for Men|Water Resistant with Zipper and Handle|Set of 2 (Cream),https://www.amazon.in/Kuber-Industries-Transparent-Resistant-Handle-Set/dp/B08WK5QJ5D/ref=sr_1_254?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-254,174,4.0 out of 5 stars,"1,029"
344,Koel by Lavie Women's Dane Sling Bag (Beige),https://www.amazon.in/Koel-Lavie-Womens-Sling-Beige/dp/B0B9866GM4/ref=sr_1_255?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-255,599,3.8 out of 5 stars,225
345,Baggit Women's Sling Bag - S1 (Green),https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Green/dp/B098TJWT8K/ref=sr_1_256?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-256,539,4.5 out of 5 stars,2
346,Blue Tree Kid's School Bagpack 3-5 Years 11 litres Cartoons Soft Toy Bag Gift for Kids (Spider red),https://www.amazon.in/Blue-Tree-Bagpack-Cartoons-Spiderman/dp/B07Z6FRTY3/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-257,288,4.4 out of 5 stars,630
347,F Gear Trail Sports Waist Bag (Marpat ACV Camo),https://www.amazon.in/F-Gear-Trail-Marpat-ACV-Camo/dp/B08NYJGHM6/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-258,560,3.9 out of 5 stars,109
348,Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903),https://www.amazon.in/Red-Lemon-Polyester-15-6-inch-Waterproof/dp/B07XYY2FW4/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-259,"2,849",3.7 out of 5 stars,878
349,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Rumble-School-Backpacks-Cartoon/dp/B0994PHBSL/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1675578924&sprefix=ba%2Caps%2C283&sr=8-260,239,4.4 out of 5 stars,"1,696"
350,URBAN TRIBE Rumble Laptop Backpack For Men & Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODAxNjA4OTgzODc5NTc3OjE2NzU1Nzg5MjQ6c3BfYnRmOjIwMTA0MTQwMjY0MTk4OjowOjo&url=%2FUrban-Tribe-Rumble-Laptop-Backpack%2Fdp%2FB09XDW5LWD%2Fref%3Dsr_1_261_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-261-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"2,399",3.8 out of 5 stars,353
351,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Red),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODAxNjA4OTgzODc5NTc3OjE2NzU1Nzg5MjQ6c3BfYnRmOjIwMTA3NTYzMDUwMjk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDGZR3%2Fref%3Dsr_1_262_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-262-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,424",4.4 out of 5 stars,16
352,"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODUzMDMzNzAzOTcyOTk1OjE2NzU1Nzg5MzI6c3BfYXRmX25leHQ6MjAwOTc2MTIyMzE5OTg6OjA6Og&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC4B4VRM%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-257-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,600",4.2 out of 5 stars,155
353,Afco Bags 40Liters Lightweight Fashionable Printed Casual College bags Best Laptop Backpacks Stylish School/College/Office/Travel Backpack For Men & Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODUzMDMzNzAzOTcyOTk1OjE2NzU1Nzg5MzI6c3BfYXRmX25leHQ6MjAwOTI1NDE5NTI2OTg6OjA6Og&url=%2FAfco-Bags-Lightweight-Fashionable-Backpacks%2Fdp%2FB0BLP3KL92%2Fref%3Dsr_1_258_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,549,4.2 out of 5 stars,"1,822"
354,Lavie Women's Reptile Woven Texture Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,https://www.amazon.in/Lavie-Moritz-Womens-Sling-Navy/dp/B07SMBCMG7/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-259,888,3.7 out of 5 stars,351
355,"blue tree Cute Kid's Toddler Plush Animal Cartoon Mini Travel Bag Backpack (Super-Man, Blue, 1-6 Years)",https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Super-Man/dp/B08D5N8FFV/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-260,288,4.3 out of 5 stars,"1,115"
356,Koel by Lavie Women's Dane Sling Bag (Beige),https://www.amazon.in/Koel-Lavie-Womens-Sling-Beige/dp/B0B9866GM4/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-261,599,4.3 out of 5 stars,442
357,Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Blue),https://www.amazon.in/Wildcraft-Wolf_Blu-Casual-Backpack-11629-Wolf_Blu/dp/B079DFHYHP/ref=sr_1_262_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-262,"1,580",3.8 out of 5 stars,"1,034"
358,"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)",https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-263,"1,600",4.5 out of 5 stars,909
359,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-School-Plush-Backpacks-Cartoon/dp/B08BCP78YF/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-264,239,4.0 out of 5 stars,"12,160"
360,ZOUK Orange Wave Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - Tidalwave,https://www.amazon.in/Business-Shoulder-Leather-Material-Resistant/dp/B07MH9SV9L/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-265,"1,699",4.2 out of 5 stars,"1,348"
361,"Storite Stylish Small Nylon Sling Cross Body Travel Office Bag for Men Women (21 x 6.5 x 23 cm, Navy Blue)",https://www.amazon.in/Storite-Stylish-Cross-Body-Travel/dp/B097K5VBTZ/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-266,509,4.2 out of 5 stars,5
362,"STRABO Oslo 37 L Nylon Black 15.6"" inch Laptop Backpack | Office, College, Travel Bag",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODUzMDMzNzAzOTcyOTk1OjE2NzU1Nzg5MzI6c3BfbXRmOjIwMDc4NzY3OTY0ODk4OjowOjo&url=%2FStrabo-Laptop-Backpack-Office-College%2Fdp%2FB09SB4FKGH%2Fref%3Dsr_1_267_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-267-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA2RYUDPXWQUWC3,"1,359",3.3 out of 5 stars,14
363,Pinklips Shopping Roger Federer Tennis Lover Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - PINKBAGS_08,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODUzMDMzNzAzOTcyOTk1OjE2NzU1Nzg5MzI6c3BfbXRmOjIwMTA0MjIxMDE1ODk4OjowOjo&url=%2FPinklips-Shopping-Federer-Tennis-Backpack%2Fdp%2FB09V2LDZLN%2Fref%3Dsr_1_268_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-268-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,999,4.0 out of 5 stars,16
364,"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty",https://www.amazon.in/uppercase-Backpack-1600EBP1-resistant-sustainable/dp/B0B68ZS5G1/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-269,950,4.0 out of 5 stars,"12,160"
